,index,file_name,zero_angle,x_cms,y_cms,z_cms,delta_x,delta_y
664,664,598csv/1484722/1492663,8.0,117.8593882,43.14319107,161.3509451,0.032415321,0.0
316,316,598csv/1484719/1492314,11.0,127.0662979,48.45914069,143.9921248,-0.087899546,0.51661918
1198,1198,598csv/1484726/1493205,5.0,122.6401824,50.24437551,141.3897526,-0.02532447,0.344412787
2224,2224,598csv/1484735/1494273,12.0,125.3200832,54.33901198,150.1450071,0.247896168,0.51661918
1899,1899,598csv/1484732/1493943,7.0,122.2968823,54.20085552,142.427788,0.117167879,0.51661918
5246,5246,598csv/1484760/1500824,15.0,131.8409495,40.46012624,123.3901138,-5.835730255,0.51661918
2887,2887,598csv/1484741/1495015,5.0,132.3419616,46.52463428,149.3534071,-1.880790955,0.51661918
2483,2483,598csv/1484737/1494532,14.0,140.1007573,43.37314219,144.5103876,0.251840032,0.51661918
1196,1196,598csv/1484726/1493203,7.0,121.7146102,59.23384573,150.720565,-0.086494882,0.688825573
3007,3007,598csv/1484742/1495140,11.0,132.8684557,55.39036369,150.6873174,-1.770443799,0.172206393
2324,2324,598csv/1484736/1494373,7.0,122.2069099,58.19473871,158.7595389,0.20370328,0.51661918
2656,2656,598csv/1484739/1494716,22.0,124.4023309,44.61020252,136.6636989,-1.410161012,0.51661918
683,683,598csv/1484722/1492682,8.0,116.9274134,48.5413256,154.5153677,0.034103619,0.0
689,689,598csv/1484722/1492688,10.0,130.6248776,56.8887398,156.9329465,0.113278041,0.688825573
3298,3298,598csv/1484744/1496409,8.0,127.1863394,38.83361889,156.0113915,-3.220394618,0.51661918
1635,1635,598csv/1484730/1493642,1.0,122.6995842,54.89376339,131.6448784,0.062210404,0.172206393
5080,5080,598csv/1484759/1500647,4.0,138.9581406,44.69064795,118.2763239,-5.949521538,0.51661918
932,932,598csv/1484724/1492938,9.0,128.0307094,64.20053748,146.2319514,-0.075554711,0.51661918
4592,4592,598csv/1484755/1500141,4.0,140.5203304,45.91965507,136.1077777,-6.371731096,0.51661918
79,79,598csv/1484717/1492067,10.0,122.7320913,47.68917369,155.6326886,0.158605465,1.03323836
623,623,598csv/1484722/1492622,30.0,133.3210948,47.75575749,149.5314914,0.046570011,0.51661918
1569,1569,598csv/1484730/1493576,12.0,128.8204769,54.91622253,137.0129032,0.090776405,0.344412787
4214,4214,598csv/1484752/1499706,30.0,122.3849712,53.38306127,111.3053508,-2.143044409,-0.172206393
2085,2085,598csv/1484734/1494133,7.0,122.0957548,37.29658608,164.1469788,0.270884033,0.51661918
2470,2470,598csv/1484737/1494519,24.0,118.7740894,54.98354482,140.7131736,0.182538777,0.51661918
1691,1691,598csv/1484731/1493698,17.0,133.766168,49.76767745,136.320475,-0.031199747,0.344412787
3445,3445,598csv/1484745/1496558,7.0,129.9878503,49.89089643,145.4320627,-3.330917356,0.51661918
4900,4900,598csv/1484757/1500458,22.0,132.6475501,48.26695145,116.2695655,-5.832785863,0.51661918
1745,1745,598csv/1484731/1493752,9.0,114.8695782,56.43198234,151.0913514,-0.039263058,0.51661918
3435,3435,598csv/1484745/1496548,11.0,125.6415656,33.64186951,159.7174461,-3.308442734,0.51661918
3786,3786,598csv/1484748/1497265,26.0,115.9086032,42.80394069,99.40226297,-2.162439576,0.51661918
1534,1534,598csv/1484729/1493541,12.0,142.2322857,50.31568094,130.4178834,0.015248707,0.51661918
1,1,598csv/1484717/1491989,9.0,119.9507857,48.51396995,141.1814885,0.040640709,0.0
2166,2166,598csv/1484735/1494215,28.0,122.9561872,57.57754127,156.778981,0.249841087,0.51661918
4405,4405,598csv/1484753/1499908,5.0,130.5851149,46.85814178,115.5050367,-2.209063613,0.172206393
2580,2580,598csv/1484738/1494638,3.0,118.3533426,47.83515537,137.5309084,0.186887832,0.51661918
937,937,598csv/1484724/1492943,5.0,118.5369818,53.72086543,147.4583737,-0.045435475,0.861031966
2967,2967,598csv/1484741/1495099,6.0,115.1889767,54.73928184,151.597334,-1.85843789,0.344412787
2981,2981,598csv/1484741/1495113,13.0,132.141229,45.58931914,140.8400828,-1.818242892,0.51661918
775,775,598csv/1484723/1492780,14.0,127.283359,50.41730802,142.2949547,-0.053377229,0.688825573
2933,2933,598csv/1484741/1495064,8.0,115.7349713,56.8973792,146.5783374,-1.799914729,-0.172206393
1582,1582,598csv/1484730/1493589,10.0,125.2467903,59.32612984,155.5966552,-0.032374802,0.172206393
3201,3201,598csv/1484743/1496302,32.0,163.9090224,37.20561519,143.111873,-3.282902162,0.51661918
3768,3768,598csv/1484748/1497247,34.0,119.634373,48.45904222,120.2137366,-2.126296493,0.0
4370,4370,598csv/1484753/1499871,9.0,131.172126,41.27568372,111.350286,-2.337131144,0.51661918
2053,2053,598csv/1484734/1494101,10.0,123.6387407,41.55038987,153.2404291,0.407041888,0.51661918
4699,4699,598csv/1484756/1500254,9.0,133.8915961,45.05092544,108.8244623,-6.400553719,0.51661918
1091,1091,598csv/1484726/1493098,9.0,123.1280588,62.36331726,152.0204046,-0.083658541,0.0
4144,4144,598csv/1484751/1499635,27.0,128.5651031,52.72953613,123.9129744,-2.124311055,-0.172206393
1490,1490,598csv/1484729/1493497,9.0,129.4133266,57.3816222,152.5674232,-0.045543526,0.172206393
2602,2602,598csv/1484738/1494660,13.0,137.3174333,47.26405102,135.6744492,0.144086102,0.51661918
3375,3375,598csv/1484745/1496487,6.0,127.6507302,44.29301281,160.1680072,-3.32739219,0.51661918
1988,1988,598csv/1484733/1494036,5.0,122.2112582,49.78003016,149.5949908,0.127797403,0.51661918
1431,1431,598csv/1484728/1493438,8.0,136.8203665,47.37301077,163.0053046,-0.123191727,0.861031966
4285,4285,598csv/1484752/1499781,22.0,127.3462415,47.47085622,127.8828219,-2.040544462,0.51661918
4970,4970,598csv/1484758/1500531,7.0,137.5353875,50.00586181,110.6639906,-5.89980454,0.51661918
2582,2582,598csv/1484738/1494640,8.0,113.7596423,67.04756362,151.6940903,0.2145354,0.51661918
2016,2016,598csv/1484733/1494064,17.0,158.7756433,33.37821662,116.7185865,0.092127044,0.51661918
5210,5210,598csv/1484760/1500785,29.0,134.0821421,46.83426426,120.9182997,-5.915188311,0.51661918
4263,4263,598csv/1484752/1499758,14.0,130.120328,49.83618066,133.5207174,-2.009736401,0.51661918
3382,3382,598csv/1484745/1496494,10.0,121.8656684,54.51419404,149.8510313,-3.225959248,0.51661918
3775,3775,598csv/1484748/1497254,3.0,121.7698532,30.59489453,111.3792024,-2.230147078,0.51661918
2682,2682,598csv/1484739/1494742,29.0,140.2724697,47.50740137,153.8717331,-1.378380491,0.51661918
449,449,598csv/1484720/1492448,13.0,127.0267608,34.18394354,156.4952507,0.128540254,0.51661918
436,436,598csv/1484720/1492435,13.0,143.3614048,34.1757168,139.3427439,0.064547008,0.51661918
4701,4701,598csv/1484756/1500256,12.0,126.6899652,42.80332535,115.8854651,-6.399770348,0.51661918
49,49,598csv/1484717/1492037,4.0,124.9566973,46.75254564,137.8328629,0.089628363,0.51661918
3979,3979,598csv/1484750/1499453,0.0,114.3243996,43.69651173,124.2531276,-2.11689605,0.861031966
2479,2479,598csv/1484737/1494528,10.0,126.3993936,51.85127134,142.0467351,0.216561358,0.51661918
957,957,598csv/1484724/1492963,9.0,123.9594414,59.80387093,158.1727887,0.019584256,0.172206393
3796,3796,598csv/1484748/1497275,25.0,138.9371799,45.94276764,116.7917284,-2.221448967,0.861031966
3519,3519,598csv/1484746/1496637,10.0,131.357024,57.96023184,153.5189659,-3.306794955,0.51661918
4794,4794,598csv/1484756/1500351,33.0,130.6152712,47.10253998,124.8249608,-6.027183245,0.51661918
1303,1303,598csv/1484727/1493310,7.0,121.4720956,33.69975135,150.9330018,-0.052620871,0.344412787
5281,5281,598csv/1484760/1500860,21.0,132.135006,52.0083632,115.0203106,-5.555135132,0.51661918
4180,4180,598csv/1484751/1499671,2.0,138.281676,47.40036087,122.7182572,-2.025808998,0.51661918
134,134,598csv/1484718/1492123,10.0,126.388559,46.70890574,139.8198917,0.152527592,1.03323836
3982,3982,598csv/1484750/1499456,28.0,129.5668693,44.85168123,127.7930281,-2.100121121,0.51661918
2200,2200,598csv/1484735/1494249,8.0,116.9047183,41.14274338,160.6663747,0.224921809,0.51661918
4702,4702,598csv/1484756/1500257,16.0,136.2616341,49.44196333,138.939229,-6.267785966,0.51661918
1977,1977,598csv/1484733/1494025,11.0,121.4389392,44.6748053,157.5715428,0.107861981,-0.172206393
2898,2898,598csv/1484741/1495027,14.0,124.4466861,31.25680801,147.0288175,-1.800387452,0.51661918
3515,3515,598csv/1484746/1496633,29.0,135.0767243,48.97593281,153.8474398,-3.206807196,0.51661918
104,104,598csv/1484717/1492093,7.0,122.9596553,45.39858989,154.9623188,0.070125145,0.688825573
3818,3818,598csv/1484748/1497297,3.0,136.6780113,50.99645297,119.1992496,-2.157266631,0.51661918
1034,1034,598csv/1484725/1493040,9.0,121.8382908,47.11790072,156.3239575,-0.055821884,0.861031966
4948,4948,598csv/1484758/1500508,12.0,126.607235,46.04429851,132.2296538,-5.804354925,0.51661918
1654,1654,598csv/1484730/1493661,12.0,128.5619382,43.24559511,159.5083154,-0.096719214,0.688825573
2474,2474,598csv/1484737/1494523,32.0,132.7062715,52.89015319,148.7585487,0.280797719,0.51661918
4628,4628,598csv/1484755/1500179,13.0,122.4385013,49.01324135,120.0579023,-6.423690154,0.51661918
4924,4924,598csv/1484758/1500484,1.0,140.9357825,48.33126676,138.0009516,-5.836202978,0.51661918
1171,1171,598csv/1484726/1493178,3.0,122.1587509,38.04214139,141.1758065,-0.001688298,0.51661918
5174,5174,598csv/1484760/1500748,13.0,126.6160027,40.51247318,127.5783938,-5.957814458,0.51661918
550,550,598csv/1484721/1492549,9.0,118.7156704,53.93482934,158.4891948,0.063601561,0.0
2438,2438,598csv/1484737/1494487,20.0,116.03468,43.87861999,141.5901291,0.25733713,0.51661918
26,26,598csv/1484717/1492014,6.0,130.3357349,51.47298271,150.2935879,0.077378073,0.51661918
3939,3939,598csv/1484749/1499413,19.0,115.8494735,55.09964395,118.0391909,-2.167058759,0.51661918
4665,4665,598csv/1484755/1500220,16.0,131.5484422,29.87496247,104.5527841,-6.468909527,0.51661918
3233,3233,598csv/1484743/1496339,10.0,129.9849573,47.15486443,157.9373472,-3.355917673,0.51661918
812,812,598csv/1484723/1492818,0.0,106.0676535,61.97046162,138.2252136,0.106889521,0.0
1401,1401,598csv/1484728/1493408,8.0,126.7954411,53.9208921,149.400328,-0.118761633,0.51661918
516,516,598csv/1484721/1492515,12.0,128.2073576,45.57763296,159.6341812,0.017463754,0.51661918
4283,4283,598csv/1484752/1499779,10.0,138.6271186,45.21050701,113.1988774,-2.037532539,0.51661918
1011,1011,598csv/1484725/1493017,13.0,124.8655456,40.78450805,132.2571735,-0.015451303,0.344412787
4195,4195,598csv/1484751/1499687,3.0,142.8824214,33.77875843,136.9514579,-2.156631831,0.51661918
5134,5134,598csv/1484759/1500702,28.0,148.0696329,41.25917838,110.3347345,-5.913716115,0.51661918
4051,4051,598csv/1484750/1499537,20.0,139.0877179,25.90636353,137.2991551,-2.128295438,0.51661918
5197,5197,598csv/1484760/1500772,23.0,136.3732437,49.89020936,116.3379797,-5.806002704,0.51661918
1279,1279,598csv/1484727/1493286,27.0,125.5847308,33.15328123,164.0809017,-0.084131265,0.51661918
1673,1673,598csv/1484730/1493680,3.0,128.3110895,54.63375674,137.3039589,0.012493405,0.51661918
474,474,598csv/1484720/1492473,18.0,118.4692703,34.74474762,149.2469125,-0.013263269,0.51661918
2801,2801,598csv/1484740/1494921,26.0,126.4096152,55.91368026,161.8875583,-1.529814066,0.51661918
634,634,598csv/1484722/1492633,10.0,108.8095471,45.11384256,158.4471633,0.084077239,0.51661918
1085,1085,598csv/1484726/1493092,11.0,136.3909521,42.49085919,147.2001682,0.037183075,0.51661918
2622,2622,598csv/1484738/1494681,8.0,129.8847614,52.0052275,161.4980141,0.188751713,0.51661918
4767,4767,598csv/1484756/1500324,26.0,135.1130416,42.30276275,108.8485395,-5.931585061,0.51661918
483,483,598csv/1484721/1492482,7.0,132.6848581,51.20840775,152.7329497,0.11395336,0.688825573
1698,1698,598csv/1484731/1493705,13.0,123.1859829,53.60355667,123.7068223,-0.016464282,0.344412787
1459,1459,598csv/1484729/1493466,7.0,125.8700723,51.82752356,152.4100224,-0.08291569,0.51661918
3300,3300,598csv/1484744/1496411,6.0,116.9979195,52.58499318,156.2029673,-3.187506573,0.51661918
1353,1353,598csv/1484728/1493360,10.0,128.9671982,48.15373323,141.2247026,-0.112386619,0.51661918
4260,4260,598csv/1484752/1499755,21.0,127.9336217,51.9812835,112.9340298,-2.099905019,0.344412787
4510,4510,598csv/1484754/1500017,23.0,124.5644362,32.77386382,102.6679509,-6.485157707,0.51661918
1800,1800,598csv/1484731/1493809,6.0,119.1683314,50.91932286,159.0649236,0.020083993,0.172206393
3934,3934,598csv/1484749/1499408,33.0,115.7788477,48.16268487,116.5096701,-2.120110569,0.51661918
2312,2312,598csv/1484736/1494361,30.0,127.473593,48.81739396,141.1146003,0.209592064,0.51661918
3247,3247,598csv/1484744/1496354,8.0,129.5578077,43.73363044,151.9149383,-3.164275593,0.51661918
3263,3263,598csv/1484744/1496373,11.0,122.8648345,55.64121225,150.2380332,-3.270665378,0.51661918
1973,1973,598csv/1484733/1494021,12.0,127.7597556,52.6557648,140.4943621,0.068882557,0.51661918
4650,4650,598csv/1484755/1500204,17.0,126.0091411,44.98280284,119.3678153,-6.37518873,0.51661918
3486,3486,598csv/1484746/1496599,32.0,120.9734245,46.05128127,140.1678212,-3.358362328,0.51661918
3393,3393,598csv/1484745/1496505,9.0,139.8232352,42.33611521,155.1977946,-3.160210172,0.51661918
3109,3109,598csv/1484742/1495258,7.0,123.7463406,45.65131005,138.5616023,-2.822307462,0.51661918
1432,1432,598csv/1484728/1493439,25.0,124.5252065,57.17582348,154.1622716,-0.037169568,0.51661918
4841,4841,598csv/1484757/1500399,4.0,139.3041506,48.08532221,112.7993745,-5.941066542,0.51661918
93,93,598csv/1484717/1492081,11.0,139.3835374,52.15760281,146.7018281,0.106903028,0.172206393
4397,4397,598csv/1484753/1499900,7.0,140.5697565,45.91646674,112.9768084,-2.16018401,0.51661918
1265,1265,598csv/1484727/1493272,14.0,135.3993388,54.26005909,134.6993177,0.001809855,0.51661918
4885,4885,598csv/1484757/1500443,7.0,144.2426084,39.81035065,116.5822602,-5.823452952,0.51661918
1704,1704,598csv/1484731/1493711,7.0,126.4231682,50.52682864,142.3198282,-0.104026168,0.51661918
4816,4816,598csv/1484757/1500374,24.0,130.7107214,44.30907312,116.959583,-5.873494104,0.51661918
1217,1217,598csv/1484727/1493224,8.0,123.2581204,59.97952175,152.8168615,-0.14435623,0.688825573
3369,3369,598csv/1484745/1496481,10.0,125.1155739,46.39292512,155.0906346,-3.227944686,0.51661918
3043,3043,598csv/1484742/1495184,4.0,122.5902722,39.56127055,158.642246,-2.698561974,0.51661918
4376,4376,598csv/1484753/1499877,16.0,121.7248122,45.30626781,128.4277389,-2.22636529,-0.172206393
763,763,598csv/1484723/1492765,9.0,127.7598275,48.93705571,149.3568261,0.093869367,1.03323836
3946,3946,598csv/1484749/1499420,15.0,131.7439228,50.36639657,130.8486616,-2.159171031,0.51661918
239,239,598csv/1484718/1492228,11.0,130.3663726,53.00272593,145.2973914,0.07290746,0.861031966
1922,1922,598csv/1484733/1493967,7.0,120.2324733,49.90279001,144.1708412,0.097286482,-0.172206393
3159,3159,598csv/1484743/1495642,7.0,130.2074449,42.06777227,158.2337928,-3.370963784,0.51661918
3319,3319,598csv/1484744/1496430,14.0,140.9178277,53.69254891,155.2784806,-3.30304018,0.51661918
850,850,598csv/1484724/1492856,12.0,127.2865502,59.02757713,155.9912089,-0.045759628,1.03323836
4211,4211,598csv/1484752/1499703,14.0,122.7985718,55.04890865,119.0452708,-2.101985002,0.51661918
2925,2925,598csv/1484741/1495056,9.0,128.5489027,54.38123621,152.1182026,-1.777318549,0.172206393
5136,5136,598csv/1484759/1500704,22.0,131.3559676,48.07987697,127.0104512,-5.787998695,0.51661918
4063,4063,598csv/1484750/1499549,15.0,131.8895267,52.23646619,129.0169882,-1.974808892,0.0
45,45,598csv/1484717/1492033,26.0,118.0133214,52.69617682,156.3722222,0.063142344,0.172206393
2174,2174,598csv/1484735/1494223,13.0,127.2515128,48.88113004,156.6260905,0.302326895,0.51661918
97,97,598csv/1484717/1492085,2.0,116.9127289,49.14821429,147.2619048,0.026621082,1.03323836
4088,4088,598csv/1484751/1499576,12.0,116.3312875,40.24010787,128.8457711,-2.054131884,0.51661918
2299,2299,598csv/1484736/1494348,5.0,109.4032326,44.16438896,142.2463338,0.183241109,0.51661918
5023,5023,598csv/1484758/1500587,31.0,121.4425264,46.92552097,131.5497556,-5.84359097,0.51661918
4613,4613,598csv/1484755/1500164,11.0,120.2738723,44.35775694,121.591332,-6.501770559,0.51661918
1328,1328,598csv/1484728/1493335,7.0,129.8535362,53.56730801,144.6253919,-0.023474095,0.0
1793,1793,598csv/1484731/1493802,14.0,133.6346596,46.66102763,145.1943106,0.075163026,0.51661918
3873,3873,598csv/1484749/1497352,22.0,128.9121295,33.776778,127.9227543,-2.133725004,0.51661918
2882,2882,598csv/1484741/1495010,4.0,118.5968637,53.24059554,139.5320236,-1.809139589,0.51661918
2625,2625,598csv/1484738/1494684,34.0,127.6758964,47.64214337,144.8434242,0.272572331,0.51661918
650,650,598csv/1484722/1492649,8.0,127.1586033,53.97083989,145.7196288,0.074366149,0.51661918
2585,2585,598csv/1484738/1494643,8.0,123.1625366,60.32472896,156.8912981,0.199462276,0.51661918
4624,4624,598csv/1484755/1500175,6.0,130.6824895,51.30346686,112.9508732,-6.447326326,0.51661918
3068,3068,598csv/1484742/1495212,10.0,127.5174742,56.6318245,139.2344674,-2.759637841,0.51661918
2489,2489,598csv/1484737/1494538,8.0,131.7241546,45.65396135,156.8328019,0.227406984,0.51661918
2250,2250,598csv/1484735/1494299,28.0,122.612146,54.95178122,152.9814543,0.215967077,0.51661918
377,377,598csv/1484720/1492375,5.0,116.7855043,41.678614,160.3344989,0.132943336,0.51661918
1535,1535,598csv/1484729/1493542,8.0,127.7204586,39.52723219,157.2019853,-0.071124617,0.688825573
1445,1445,598csv/1484729/1493452,12.0,125.3636507,53.02222433,152.4090162,-0.114426083,0.51661918
3583,3583,598csv/1484746/1496701,6.0,127.3079123,48.63493736,135.3895557,-3.238493172,0.51661918
4154,4154,598csv/1484751/1499645,10.0,123.7205822,51.65714481,111.313676,-2.073675622,0.172206393
1883,1883,598csv/1484732/1493927,8.0,124.7214143,59.72418158,150.2165862,0.019827371,0.344412787
3753,3753,598csv/1484748/1497232,35.0,118.9205327,49.6333712,123.5279303,-2.228647869,0.51661918
1296,1296,598csv/1484727/1493303,6.0,125.0817941,58.19739341,142.9063813,-0.041964334,-0.172206393
4607,4607,598csv/1484755/1500157,6.0,129.4399382,39.94153422,105.4631229,-6.437439653,0.51661918
3490,3490,598csv/1484746/1496603,6.0,123.1730608,48.49762404,155.9843466,-3.146744307,0.51661918
1314,1314,598csv/1484727/1493321,9.0,128.0813697,49.23320943,152.1593687,-0.078485596,0.51661918
2332,2332,598csv/1484736/1494381,11.0,119.917124,45.68318007,153.5656704,0.252650415,0.51661918
3743,3743,598csv/1484748/1497222,24.0,135.6579727,52.34966283,113.3532665,-2.119934986,-0.172206393
4974,4974,598csv/1484758/1500535,17.0,134.4151301,47.60219967,124.4828824,-5.742914386,0.51661918
3371,3371,598csv/1484745/1496483,11.0,125.1684683,52.27119749,157.2533732,-3.243166381,0.51661918
2492,2492,598csv/1484737/1494541,11.0,146.1297234,42.612068,147.7098203,0.207593119,0.51661918
4614,4614,598csv/1484755/1500165,11.0,113.872847,25.73480457,136.6719526,-6.654514253,0.51661918
5116,5116,598csv/1484759/1500683,26.0,128.4037072,46.07119349,107.5013051,-5.83104354,0.51661918
2203,2203,598csv/1484735/1494252,5.0,122.0662575,52.2898436,151.3443213,0.188076394,0.51661918
1288,1288,598csv/1484727/1493295,7.0,123.6207048,39.89293251,166.9066295,0.023460589,0.51661918
1579,1579,598csv/1484730/1493586,11.0,125.8860497,59.72744015,147.440531,0.098880236,0.172206393
4221,4221,598csv/1484752/1499713,2.0,138.9045348,49.33094836,119.1447878,-2.117855003,0.51661918
1299,1299,598csv/1484727/1493306,11.0,132.0186433,57.19216567,142.6012085,-0.00892772,0.861031966
238,238,598csv/1484718/1492227,14.0,131.7615459,50.99724426,138.0677313,0.126284688,0.51661918
359,359,598csv/1484719/1492357,13.0,123.9495672,47.84327755,152.2495865,0.096314023,0.0
391,391,598csv/1484720/1492389,9.0,120.2484245,23.49033553,153.301447,-0.893920011,0.51661918
